,nama_motor,lokasi,harga,kapasitas_mesin,tahun,transmisi,kilometer,merk
381,Yamaha Vixion,2,17000000.0,155,2018.0,1,5,1
382,Yamaha R15,2,30500000.0,150,2021.0,1,4,1
383,Yamaha Mio S,3,10500000.0,110,2018.0,1,4,1
384,Yamaha Nmax Abs,1,23500000.0,155,2018.0,1,4,1
385,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,1,5,1
386,Yamaha All New Xsr 155,2,36500000.0,155,2022.0,1,3,1
387,Yamaha All New Nmax 155,4,29000000.0,155,2020.0,1,2,1
388,Yamaha Aerox 155 Vva,3,21500000.0,155,2019.0,1,4,1
389,Yamaha Wr 155 R,5,33500000.0,155,2021.0,1,3,1
390,Yamaha Nmax Abs,2,29500000.0,155,2021.0,1,2,1
391,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,1,4,1
392,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,1,5,1
393,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
394,Yamaha New Aerox 155 C Abs,2,28500000.0,155,2021.0,1,4,1
395,Yamaha Aerox 155 Vva,3,20850000.0,155,2018.0,1,4,1
396,Yamaha Nmax Abs,1,28800000.0,155,2021.0,1,2,1
397,Yamaha Gear 125,2,14500000.0,125,2021.0,1,2,1
398,Yamaha Aerox 155 Vva,2,19500000.0,155,2018.0,1,5,1
399,Yamaha Aerox 155 Gp,2,24000000.0,155,2021.0,1,4,1
400,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
401,Yamaha Lexi,1,16500000.0,125,2019.0,1,4,1
402,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,1,4,1
403,Yamaha Nmax Abs,1,23500000.0,125,2019.0,1,4,1
404,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,1,4,1
405,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,1,5,1
406,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,1,4,1
407,Yamaha R15 Gp Movistar,11,18500000.0,150,2016.0,1,5,1
408,Yamaha Wr 155 R,11,34000000.0,155,2021.0,1,4,1
409,Yamaha All New Nmax 155,11,28500000.0,155,2021.0,1,2,1
410,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,1,4,1
411,Yamaha Aerox 155 Vva,4,20000000.0,155,2019.0,1,3,1
412,Yamaha Aerox 155 Vva,15,19000000.0,150,2017.0,1,2,1
413,Yamaha Nmax Abs,1,23500000.0,125,2019.0,1,5,1
414,Yamaha Nmax Abs,3,24250000.0,155,2018.0,1,4,1
415,Yamaha Aerox 155 Vva-s,5,31500000.0,155,2022.0,1,1,1
416,Yamaha Nmax Abs,2,23500000.0,155,2019.0,1,4,1
417,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,1,4,1
418,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,1,5,1
419,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,1,4,1
420,Yamaha Fazzio Neo,5,25000000.0,125,2022.0,1,1,1
421,Yamaha Fazzio Neo,5,25000000.0,125,2022.0,1,1,1
422,Yamaha Fazzio Neo,5,25000000.0,125,2022.0,1,1,1
423,Yamaha Fazzio Neo,5,25000000.0,125,2022.0,1,1,1
424,Yamaha Lexi,7,17500000.0,125,2018.0,1,4,1
425,Yamaha Aerox 155 Vva R,7,29000000.0,155,2022.0,1,1,1
426,Yamaha Nmax Abs,1,23800000.0,150,2020.0,1,5,1
427,Yamaha Nmax Abs,1,23800000.0,155,2019.0,1,4,1
428,Yamaha Nmax Abs,1,20500000.0,155,2015.0,1,5,1
429,Yamaha R15 Gp Movistar,2,18000000.0,155,2016.0,1,4,1
430,Yamaha Freego S,3,12500000.0,125,2019.0,1,5,1
431,Yamaha Mio Z 125,4,9000000.0,125,2016.0,1,3,1
432,Yamaha Fino Premium Fi Se,4,9000000.0,125,2016.0,1,3,1
433,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,1,4,1
434,Yamaha Lexi,7,16900000.0,125,2018.0,1,5,1
435,Yamaha Mio M3 125,3,10850000.0,125,2017.0,1,5,1
436,Yamaha Nmax Abs,3,24850000.0,155,2018.0,1,4,1
437,Yamaha Mio M3 125,2,12100000.0,125,2019.0,1,4,1
438,Yamaha Mio S,2,12900000.0,125,2020.0,1,2,1
439,Yamaha R15,2,30500000.0,150,2021.0,1,2,1
440,Yamaha New Vixion,2,17000000.0,155,2018.0,1,5,1
441,Yamaha Nmax Abs,2,30500000.0,155,2022.0,1,3,1
442,Yamaha R15,2,24000000.0,155,2018.0,1,4,1
443,Yamaha Aerox 155 Vva R,5,18000000.0,155,2017.0,1,4,1
444,Yamaha New R15 155 Vva Gp M,2,31000000.0,155,2021.0,1,4,1
445,Yamaha R15 Gp Movistar,2,18000000.0,155,2016.0,1,4,1
446,Yamaha Nmax Abs,2,23500000.0,125,2018.0,1,5,1
447,Yamaha Nmax Abs,1,23500000.0,125,2018.0,1,4,1
448,Yamaha Nmax Abs,1,24300000.0,155,2021.0,1,4,1
449,Yamaha All New Nmax 155,6,28000000.0,155,2020.0,1,4,1
450,Yamaha R15,2,31000000.0,155,2021.0,1,3,1
451,Yamaha Fino Sporty,3,11850000.0,110,2018.0,1,5,1
452,Yamaha Lexi,3,18000000.0,125,2019.0,1,5,1
453,Yamaha Nmax Abs,3,25500000.0,155,2019.0,1,4,1
454,Yamaha All New Nmax 155 Con,3,24500000.0,155,2018.0,1,5,1
455,Yamaha Aerox 155 Vva-s,3,20500000.0,155,2019.0,1,4,1
456,Yamaha Mio M3 125,4,11000000.0,125,2018.0,1,4,1
457,Yamaha N Max,4,25000000.0,155,2018.0,1,3,1
458,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,1,4,1
459,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,5,1
460,Yamaha Nmax Special Custom,3,24500000.0,155,2018.0,1,4,1
461,Yamaha Nmax Special Custom,1,24500000.0,155,2019.0,1,4,1
462,Yamaha R25,1,36800000.0,249,2019.0,1,5,1
463,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,1,4,1
464,Yamaha Nmax Abs,1,23800000.0,155,2020.0,1,5,1
465,Yamaha Nmax Abs,1,24500000.0,155,2019.0,1,5,1
466,Yamaha All New X-ride 125,4,11300000.0,125,2018.0,1,4,1
467,Yamaha Nmax Abs,2,24500000.0,155,2019.0,1,5,1
468,Yamaha Nmax Abs,2,24500000.0,155,2018.0,1,4,1
469,Yamaha Lexi S,4,18500000.0,150,2018.0,1,2,1
470,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,4,1
471,Yamaha Nmax Abs,3,24500000.0,155,2018.0,1,5,1
472,Yamaha Nmax Abs,3,25500000.0,155,2019.0,1,5,1
473,Yamaha Mio Fino,3,11250000.0,110,2017.0,1,5,1
474,Yamaha Nmax Abs,3,24850000.0,155,2019.0,1,4,1
475,Yamaha V Ixion New Non Ks Ctm,3,12200000.0,155,2016.0,1,5,1
476,Yamaha Nmax Abs,3,25250000.0,155,2020.0,1,4,1
477,Yamaha R15 Gp Tech 3,3,23000000.0,155,2018.0,1,4,1
478,Yamaha Mio Soul Gt Street,3,8850000.0,125,2015.0,1,4,1
479,Yamaha Nmax Abs,3,20850000.0,155,2017.0,1,5,1
480,Yamaha Nmax Abs,3,19850000.0,155,2016.0,1,5,1
481,Yamaha All New Nmax 155 Abs,9,28900000.0,155,2020.0,1,4,1
482,Yamaha Freego S Abs,9,15500000.0,125,2018.0,1,4,1
483,Yamaha Nmax Abs,9,25000000.0,155,2019.0,1,4,1
484,Yamaha Fino Sporty,1,10800000.0,110,2018.0,1,5,1
485,Yamaha Lexi,1,16500000.0,125,2019.0,1,4,1
486,Yamaha Aerox 155 Vva R,1,19700000.0,155,2019.0,1,4,1
487,Yamaha N Max,1,23500000.0,155,2019.0,1,4,1
488,Yamaha Mio Soul,3,10000000.0,125,2015.0,1,4,1
489,Yamaha Mio Fino,3,11250000.0,110,2017.0,1,5,1
490,Yamaha Nmax Abs,1,23500000.0,155,2018.0,1,4,1
491,Yamaha Mio S,3,11000000.0,125,2018.0,1,4,1
492,Yamaha Aerox 155 Vva-s,3,21500000.0,155,2018.0,1,4,1
493,Honda Vario 125 Esp Cbs Iss,13,20800000.0,125,2021.0,2,4,2
494,Honda Vario 125 Esp Cbs Iss,13,18600000.0,125,2019.0,2,4,2
495,Honda Beat Esp Cbs Iss Dlx,13,17500000.0,110,2021.0,2,2,2
496,Honda New Beat Street Esp,13,17600000.0,110,2021.0,2,4,2
497,Honda Beat Esp Cbs Iss Dlx,13,18500000.0,110,2022.0,2,3,2
498,Yamaha Nmax Abs,1,24500000.0,155,2018.0,2,5,2
499,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,2,5,2
500,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,2,5,2
501,Honda Cb150r,8,24999000.0,150,2019.0,2,5,2
502,Honda Supra X 125 Injeksi,8,16000000.0,125,2018.0,2,5,2
503,Honda Vario 125 Esp Cbs Iss,8,21500000.0,125,2021.0,2,4,2
504,Honda Cb150r,8,24999000.0,150,2019.0,2,5,2
505,Honda Vario 150 Esp Sporty,8,22000000.0,150,2019.0,2,5,2
506,Honda Vario 150 Esp Sporty,8,22000000.0,150,2019.0,2,5,2
507,Honda Supra X 125 Injeksi,8,16000000.0,125,2018.0,2,5,2
508,Honda New Beat Street Esp,8,17350000.0,110,2020.0,2,5,2
509,Yamaha Aerox 155 Vva,1,23500000.0,125,2018.0,2,5,2
510,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,2,5,2
511,Honda New Pcx 150 Abs,1,29250000.0,150,2020.0,2,2,2
512,Honda New Scoopy Stylish,8,21500000.0,110,2021.0,2,4,2
513,Honda Cbr 150 R,8,18600000.0,150,2017.0,2,5,2
514,Honda Supra X 125 Injeksi,8,15800000.0,125,2020.0,2,5,2
515,Honda New Scoopy Stylish,8,21500000.0,110,2022.0,2,4,2
516,Honda Cbr 150 Rc,8,31500000.0,150,2021.0,2,4,2
517,Honda New Vario 125 Esp Cbs,8,20600000.0,125,2022.0,2,2,2
518,Honda New Pcx 150 Abs,8,26800000.0,150,2020.0,2,5,2
519,Honda Cb150r,16,24500000.0,150,2022.0,2,4,2
520,Honda Supra X 125 Injeksi,16,15700000.0,125,2022.0,2,4,2
521,Honda New Revo Fi Fit,8,10950000.0,110,2018.0,2,5,2
522,Honda Cb150r Streetfire,8,25000000.0,150,2019.0,2,5,2
523,Yamaha Nmax Abs,1,24500000.0,125,2018.0,2,5,2
524,Honda Cbr 150 R,12,19900000.0,150,2016.0,2,4,2
525,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,2,4,2
526,Yamaha Aerox 155 Vva,1,23500000.0,155,2019.0,2,4,2
527,Honda Vario 125 Cbs Iss,2,22000000.0,125,2021.0,2,4,2
528,Honda Vario 125 Cbs Iss,2,18800000.0,125,2019.0,2,4,2
529,Honda Vario 125 Cbs Iss,2,18000000.0,125,2018.0,2,5,2
530,Honda Vario 150 Esp Exclusive,2,17000000.0,150,2016.0,2,5,2
531,Honda New Beat Street Esp,2,14500000.0,110,2018.0,2,5,2
532,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,2,5,2
533,Yamaha Nmax Abs,1,23500000.0,155,2019.0,2,4,2
534,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,4,2
535,Honda Vario 150 Esp Exclusive,4,20800000.0,150,2018.0,2,4,2
536,Honda Beat Fi Sporty Cw,4,15300000.0,110,2017.0,2,4,2
537,Honda Cbr 150 R,4,20800000.0,150,2017.0,2,4,2
538,Honda Vario 150 Esp Sporty,4,14200000.0,150,2015.0,2,4,2
539,Honda Scoopy,4,14300000.0,115,2016.0,2,4,2
540,Honda Beat Fi Cw + Sporty,4,13500000.0,110,2017.0,2,4,2
541,Honda Beat Fi Sporty Cbs Iss Plus,4,13800000.0,110,2017.0,2,4,2
542,Honda Cbr 150 R,4,19500000.0,150,2019.0,2,4,2
543,Honda Pcx,4,26000000.0,150,2019.0,2,4,2
544,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,2,5,2
545,Yamaha Nmax Abs,2,23500000.0,125,2019.0,2,5,2
546,Honda Vario 150 Esp Exclusive,3,21850000.0,150,2019.0,2,4,2
547,Honda New Scoopy Sporty,3,19850000.0,110,2019.0,2,4,2
548,Honda Beat Fi Cbs Iss,3,17500000.0,110,2020.0,2,4,2
549,Honda Vario 125 Cbs Iss,3,17500000.0,125,2018.0,2,4,2
550,Honda Beat Cbs Fi,3,13500000.0,110,2017.0,2,5,2
551,Honda Beat Esp Cbs Iss Dlx,2,18000000.0,110,2022.0,2,3,2
552,Honda Beat,2,14000000.0,110,2018.0,2,5,2
553,Honda Adv 150 Abs,1,31500000.0,150,2020.0,2,4,2
554,Honda Cbr 250 Abs,2,57000000.0,250,2021.0,2,3,2
555,Honda Vario 125 Cbs Iss,2,22000000.0,125,2021.0,2,4,2
556,Honda New Scoopy Stylish,2,14500000.0,110,2016.0,2,5,2
557,Honda New Pcx 150 Abs,4,28300000.0,150,2018.0,2,4,2
558,Honda Adv 150 Abs,4,33700000.0,150,2020.0,2,4,2
559,Honda New Pcx 150 Abs,4,30300000.0,150,2020.0,2,4,2
560,Honda Beat Fi Sporty Cbs Iss,4,15500000.0,110,2018.0,2,4,2
561,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,2,4,2
562,Honda New Pcx 150 Cbs,1,29350000.0,150,2020.0,2,3,2
563,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,2,5,2
564,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,2,5,2
565,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,5,2
566,Yamaha Nmax Abs,2,23500000.0,155,2018.0,2,5,2
567,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,2,5,2
568,Honda Adv 150 Abs,1,30500000.0,150,2019.0,2,4,2
569,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,2,5,2
570,Honda New Scoopy Fashion,5,21200000.0,110,2021.0,2,2,2
571,Honda Genio Cbs,5,18200000.0,110,2022.0,2,3,2
572,Honda Genio Iss,5,19000000.0,110,2022.0,2,3,2
573,Honda Vario 125 Esp Cbs Iss,5,18600000.0,125,2019.0,2,4,2
574,Honda Cb150r Streetfire,5,16100000.0,150,2016.0,2,5,2
575,Honda Vario 125 Esp Cbs,5,15700000.0,125,2017.0,2,5,2
576,Honda Beat Fi Sporty Cw,4,13700000.0,110,2018.0,2,4,2
577,Honda Vario 150 Esp Exclusive,4,15300000.0,150,2015.0,2,4,2
578,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,5,2
579,Honda Vario 150 Esp Sporty,4,15000000.0,150,2015.0,2,4,2
580,Honda Beat Fi Sporty Cw,4,13700000.0,110,2018.0,2,4,2
581,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,4,2
582,Honda New Vario 125 Esp Cbs,1,17780000.0,125,2018.0,2,5,2
583,Honda Beat,3,16000000.0,150,2020.0,2,4,2
584,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,2,4,2
585,Yamaha Nmax Abs,1,24500000.0,125,2019.0,2,5,2
586,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,2,5,2
587,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,2,5,2
588,Yamaha Nmax Abs,1,24500000.0,125,2018.0,2,4,2
589,Yamaha Aerox 155 Vva,1,23500000.0,155,2019.0,2,5,2
590,Honda Vario 150 Esp Sporty,1,15980000.0,150,2015.0,2,5,2
591,Yamaha Nmax Abs,2,23500000.0,125,2019.0,2,5,2
592,Honda Vario 125 Esp Cbs,1,14250000.0,125,2015.0,2,4,2
593,Honda New Pcx 150 Cbs,1,29250000.0,150,2020.0,2,3,2
594,Honda Beat Esp Cbs Iss Dlx,3,17700000.0,110,2022.0,2,4,2
595,Honda Beat,3,14850000.0,110,2019.0,2,5,2
596,Honda Vario 150 Esp Exclusive,3,21500000.0,150,2019.0,2,5,2
597,Honda Vario 150 Esp Exclusive,3,15850000.0,150,2015.0,2,5,2
598,Honda Beat Cbs Fi,3,11850000.0,110,2016.0,2,5,2
599,Honda Vario 125 Esp Cbs,3,16850000.0,125,2017.0,2,4,2
600,Honda Cbr 150 Rcr,1,14000000.0,150,2015.0,2,5,2
601,Honda Beat,1,16500000.0,110,2021.0,2,4,2
602,Honda Vario 125 Cbs Iss,1,17000000.0,110,2019.0,2,4,2
603,Honda Vario Techno 110,1,12000000.0,110,2015.0,2,4,2
604,Yamaha Nmax Abs,2,23500000.0,155,2018.0,2,4,2
605,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,4,2
606,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,2,4,2
607,Honda Vario 125 Cbs Iss,5,22500000.0,125,2022.0,2,2,2
608,Honda New Pcx 150 Cbs,5,30400000.0,150,2021.0,2,4,2
609,Honda Beat Fi Sporty Cw,5,16200000.0,110,2020.0,2,5,2
610,Honda Genio Cbs,5,18200000.0,110,2022.0,2,2,2
611,Honda Beat Fi Cbs Iss,5,17400000.0,110,2021.0,2,4,2
612,Honda Pcx Hybrid,1,28500000.0,150,2019.0,2,4,2
613,Honda Beat,3,15500000.0,110,2020.0,2,4,2
614,Honda Vario 125 Cbs Iss,12,12300000.0,125,2015.0,2,5,2
615,Honda Beat Fi Cbs Iss,1,14200000.0,110,2018.0,2,5,2
616,Honda New Scoopy Sporty,1,17950000.0,110,2017.0,2,5,2
617,Honda Vario 110 Cbs Advance,1,12870000.0,110,2017.0,2,4,2
618,Honda Beat Fi Sporty Cbs,4,12750000.0,110,2017.0,2,3,2
619,Honda Vario 150 Esp Sporty,2,17000000.0,150,2016.0,2,5,2
620,Honda Vario 125 Cbs Iss,2,18000000.0,125,2018.0,2,5,2
621,Honda Beat Fi Cbs Iss Plus,3,13000000.0,110,2017.0,2,5,2
622,Yamaha Nmax Abs,1,24500000.0,155,2019.0,2,4,2
623,Yamaha Nmax Abs,2,24500000.0,155,2018.0,2,4,2
624,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,2,5,2
625,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,2,4,2
626,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,2,4,2
627,Honda Crf 150l,4,29500000.0,150,2018.0,2,4,2
628,Honda Vario 150 Esp Sporty,1,17500000.0,150,2017.0,2,5,2
629,Honda Beat Cbs Fi,2,16500000.0,110,2021.0,2,4,2
630,Honda Beat Cbs Fi,2,16500000.0,110,2021.0,2,4,2
631,Honda Beat Cbs Fi,2,16500000.0,110,2021.0,2,4,2
632,Honda New Beat Street Esp,3,15850000.0,110,2019.0,2,4,2
633,Honda Beat Fi Sporty Cbs,3,17250000.0,110,2021.0,2,2,2
634,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,2,5,2
635,Yamaha Nmax Abs,2,23500000.0,155,2019.0,2,4,2
636,Yamaha Nmax Abs,1,23500000.0,155,2019.0,2,4,2
637,Honda New Scoopy Sporty,1,20000000.0,110,2020.0,2,5,2
638,Honda Crf 150l,1,32700000.0,150,2021.0,2,3,2
639,Honda Pcx,1,28000000.0,150,2019.0,2,4,2
640,Honda Scoopy,1,16600000.0,110,2017.0,2,5,2
641,Honda GENIO CBS,10,15800000.0,110,2019.0,2,2,2
642,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,2,4,2
643,Honda New Scoopy Sporty,3,18850000.0,110,2018.0,2,4,2
644,Yamaha Nmax Abs,2,24500000.0,155,2018.0,2,4,2
645,Honda Pcx,5,28500000.0,150,2018.0,2,4,2
646,Honda Pcx,5,28500000.0,150,2019.0,2,4,2
647,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,2,5,2
648,Yamaha Nmax Abs,2,23500000.0,155,2018.0,2,4,2
649,Yamaha Nmax Abs,2,23500000.0,155,2019.0,2,5,2
650,Yamaha Nmax Abs,1,24500000.0,125,2018.0,2,4,2
651,Honda Vario 150 Esp Sporty,3,20850000.0,150,2019.0,2,5,2
652,Honda Vario 125 Cbs Iss,3,16850000.0,125,2017.0,2,5,2
653,Honda Genio Iss,3,15750000.0,125,2020.0,2,4,2
654,Honda New Beat Street Esp,2,14500000.0,110,2018.0,2,4,2
655,Honda Beat Cw Fi,2,13500000.0,110,2017.0,2,4,2
656,Honda New Beat Street Esp,2,15700000.0,110,2019.0,2,5,2
657,Yamaha Nmax Abs,2,24500000.0,155,2018.0,2,4,2
658,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,5,2
659,Yamaha Nmax Abs,1,23500000.0,125,2018.0,2,5,2
660,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,2,4,2
661,Yamaha Nmax Abs,2,23500000.0,155,2019.0,2,4,2
662,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,2,5,2
663,Honda Vario 125 Esp Cbs,3,19850000.0,125,2019.0,2,4,2
664,Honda New Scoopy Sporty,3,19500000.0,110,2020.0,2,2,2
665,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,4,2
666,Yamaha Aerox 155 Vva,1,23500000.0,155,2019.0,2,4,2
667,Honda New Vario 125 Esp Cbs,3,19000000.0,125,2018.0,2,5,2
668,Yamaha Nmax Abs,1,24500000.0,155,2018.0,2,4,2
669,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,2,4,2
670,Yamaha Nmax Abs,2,23500000.0,125,2019.0,2,5,2
671,Honda New Beat Street Esp,1,17500000.0,110,2021.0,2,4,2
672,Honda Vario 125 Cbs Iss,2,22500000.0,125,2022.0,2,3,2
673,Honda New Pcx 150 Abs,2,34500000.0,150,2021.0,2,2,2
674,Honda Cbr 150 R,2,22000000.0,150,2018.0,2,4,2
675,Honda Cbr 150 R,2,21000000.0,150,2017.0,2,5,2
676,Honda Beat Esp Cbs Iss Dlx,2,16500000.0,110,2020.0,2,4,2
677,Honda Scoopy,2,16500000.0,110,2016.0,2,4,2
678,Honda New Pcx 150 Abs,2,27900000.0,150,2019.0,2,4,2
679,Honda New Pcx 150 Abs,2,31000000.0,150,2020.0,2,5,2
680,Honda Beat Fi Sporty Cw,1,13990000.0,110,2018.0,2,5,2
681,Honda Adv 150 Cbs,4,30500000.0,150,2019.0,2,3,2
682,Honda Adv 150 Abs,4,30500000.0,150,2019.0,2,3,2
683,Yamaha Nmax Abs,2,23500000.0,125,2018.0,2,5,2
684,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,2,5,2
685,Yamaha Aerox 155 Vva,1,24500000.0,155,2019.0,2,5,2
686,Yamaha Nmax Abs,2,23500000.0,125,2019.0,2,5,2
687,Yamaha Nmax Abs,1,24500000.0,125,2019.0,2,4,2
688,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,4,2
689,Yamaha Nmax Abs,2,24500000.0,155,2019.0,2,5,2
690,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,2,4,2
691,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,2,4,2
692,Yamaha Nmax Abs,1,23500000.0,125,2018.0,2,5,2
693,Honda Genio Iss,2,17500000.0,110,2021.0,2,3,2
694,Honda New Scoopy Stylish,2,20700000.0,110,2020.0,2,5,2
695,Honda Vario 125 Cbs Iss,2,22500000.0,125,2022.0,2,3,2
696,Yamaha Nmax Abs,2,23500000.0,155,2018.0,2,4,2
697,Honda Beat Fi Cbs Iss Plus,1,13990000.0,110,2018.0,2,5,2
698,Yamaha Nmax Abs,2,24500000.0,155,2019.0,2,4,2
699,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,2,5,2
700,Yamaha Aerox 155 Vva,1,24500000.0,155,2019.0,2,5,2
701,Yamaha Nmax Abs,2,24500000.0,125,2018.0,2,5,2
702,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,2,5,2
703,Yamaha Nmax Abs,1,23500000.0,155,2018.0,2,4,2
704,Yamaha Nmax Abs,2,24500000.0,155,2019.0,2,5,2
705,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,4,2
706,Honda Supra X 125 Pgmfi Cw,1,12950000.0,125,2018.0,2,5,2
707,Honda Pcx,4,27000000.0,150,2019.0,2,3,2
708,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,4,2
709,Honda Beat Cw,1,10800000.0,110,2015.0,2,4,2
710,Yamaha Nmax Abs,1,24500000.0,125,2019.0,2,5,2
711,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,2,5,2
712,Honda Beat Cw Fi,4,12700000.0,110,2017.0,2,3,2
713,Honda Scoopy Esp,4,14800000.0,115,2017.0,2,3,2
714,Honda Beat Cw Fi,4,12700000.0,110,2017.0,2,3,2
715,Honda Cbr 150 R,4,25700000.0,150,2020.0,2,3,2
716,Yamaha Nmax Abs,2,24500000.0,125,2018.0,2,4,2
717,Honda Beat Cw Fi,4,13500000.0,110,2018.0,2,3,2
718,Honda New Beat Street Esp,4,13800000.0,110,2018.0,2,3,2
719,Honda Cbr 150 R,1,18500000.0,150,2019.0,2,4,2
720,Honda Forza 250,1,67500000.0,250,2020.0,2,2,2
721,Honda Beat Esp Cbs Iss Dlx,2,16500000.0,110,2020.0,2,4,2
722,Honda Scoopy,2,16500000.0,110,2016.0,2,4,2
723,Honda New Scoopy Sporty,2,21500000.0,110,2021.0,2,2,2
724,Yamaha Nmax Abs,2,24500000.0,125,2019.0,2,4,2
725,Yamaha Aerox 155 Vva,1,23500000.0,155,2019.0,2,4,2
726,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,2,4,2
727,Honda New Pcx 150 Abs,2,31000000.0,150,2020.0,2,4,2
728,Honda Beat Cw Fi,3,11250000.0,110,2015.0,2,5,2
729,Honda Beat Cw Fi,3,13850000.0,110,2018.0,2,4,2
730,Honda Vario 150 Esp Exclusive,3,16500000.0,150,2016.0,2,5,2
731,Honda New Scoopy Sporty,3,18850000.0,110,2019.0,2,4,2
732,Honda Vario 150 Esp Exclusive,3,19850000.0,150,2019.0,2,4,2
733,Honda Vario 125 Esp Cbs,1,13850000.0,125,2015.0,2,5,2
734,Honda New Scoopy Stylish,1,17780000.0,110,2017.0,2,5,2
735,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,2,5,2
736,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,2,4,2
737,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,2,4,2
738,Yamaha Nmax Abs,1,24500000.0,125,2019.0,2,4,2
739,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,2,4,2
740,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,2,4,2
741,Yamaha Nmax Abs,1,24500000.0,155,2019.0,2,5,2
742,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,2,5,2
743,Honda Beat Cw Fi,3,11850000.0,110,2015.0,2,5,2
744,Honda Beat Cw Fi,3,11850000.0,110,2016.0,2,4,2
745,Honda Beat Fi Cbs Iss,3,14850000.0,110,2019.0,2,5,2
746,Honda Vario 150 Esp Exclusive,3,20500000.0,150,2018.0,2,5,2
747,Honda Beat Esp Cbs Iss Dlx,3,17500000.0,110,2020.0,2,4,2
748,Honda New Scoopy Sporty,2,21500000.0,110,2021.0,2,2,2
749,Honda Scoopy,2,16500000.0,110,2016.0,2,4,2
750,Honda Beat Esp Cbs Iss Dlx,2,17500000.0,110,2021.0,2,3,2
751,Honda Vario 125 Esp Cbs,2,14500000.0,125,2016.0,2,5,2
752,Honda Vario 125 Esp Cbs,2,15500000.0,125,2017.0,2,5,2
753,Honda Genio Iss,2,17500000.0,125,2021.0,2,3,2
