,nama_motor,lokasi,harga,kapasitas_mesin,tahun,transmisi,kilometer,merk
1984,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,4,1
1985,Yamaha Gear 125,2,14500000.0,125,2021.0,1,2,1
1986,Yamaha Gear 125,4,14000000.0,125,2020.0,1,3,1
1987,Yamaha Nmax Abs,2,24000000.0,155,2018.0,1,4,1
1988,Yamaha Nmax Abs,1,23500000.0,125,2019.0,1,4,1
1989,Yamaha Mio S,3,10500000.0,110,2018.0,1,4,1
1990,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,1,4,1
1991,Yamaha Aerox 155 Vva,3,20850000.0,150,2018.0,1,4,1
1992,Yamaha R15,2,24500000.0,150,2018.0,1,4,1
1993,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
1994,Yamaha Nmax Abs,1,24500000.0,125,2018.0,1,5,1
1995,Yamaha All New Nmax 155 Abs,4,33000000.0,155,2021.0,1,2,1
1996,Yamaha All New Nmax 155,4,29800000.0,155,2021.0,1,3,1
1997,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,5,1
1998,Yamaha R15,2,24000000.0,155,2018.0,1,4,1
1999,Yamaha All New R15 155 Vva,5,25200000.0,155,2019.0,1,5,1
2000,Yamaha Lexi S,4,18500000.0,150,2018.0,1,2,1
2001,Yamaha Gear 125,5,15000000.0,125,2021.0,1,4,1
2002,Yamaha Aerox 155 Vva,4,20500000.0,155,2018.0,1,4,1
2003,Yamaha Nmax Abs,3,24850000.0,155,2018.0,1,4,1
2004,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,1,4,1
2005,Yamaha Aerox 155 Vva,1,23500000.0,125,2018.0,1,5,1
2006,Yamaha All New Nmax 155 Con,2,29500000.0,155,2021.0,1,2,1
2007,Yamaha All New Nmax 155,1,23850000.0,155,2018.0,1,5,1
2008,Yamaha N Max,5,24400000.0,155,2018.0,1,5,1
2009,Yamaha Mio M3 125,2,12100000.0,125,2019.0,1,4,1
2010,Yamaha Aerox 155 Vva,4,20000000.0,155,2019.0,1,3,1
2011,Yamaha Nmax Abs,1,24500000.0,125,2018.0,1,5,1
2012,Yamaha WR 155 R,10,32500000.0,155,2020.0,1,2,1
2013,Yamaha Nmax Abs,1,23500000.0,155,2018.0,1,4,1
2014,Yamaha Gear 125,4,14000000.0,125,2020.0,1,3,1
2015,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,4,1
2016,Yamaha All New Nmax 155,1,22900000.0,155,2017.0,1,5,1
2017,Yamaha Nmax Abs,2,23500000.0,125,2019.0,1,5,1
2018,Yamaha Aerox 155 Vva,3,21500000.0,155,2020.0,1,4,1
2019,Yamaha Nmax Abs,1,23500000.0,125,2018.0,1,4,1
2020,Yamaha Nmax Abs,3,19850000.0,155,2016.0,1,5,1
2021,Yamaha Lexi,3,18000000.0,125,2019.0,1,5,1
2022,Yamaha Aerox 155 Vva R,1,23850000.0,155,2019.0,1,3,1
2023,Yamaha Nmax Abs,2,24000000.0,155,2018.0,1,4,1
2024,Yamaha Xmax,10,44500000.0,250,2017.0,1,2,1
2025,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,1,4,1
2026,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,1,4,1
2027,Yamaha Lexi,2,16500000.0,125,2018.0,1,4,1
2028,Yamaha Nmax Abs,1,22500000.0,155,2017.0,1,4,1
2029,Yamaha Scorpio G,8,13900000.0,220,2016.0,1,5,1
2030,Yamaha All New R15 155 Vva,5,25600000.0,155,2019.0,1,5,1
2031,Yamaha Lexi,2,17500000.0,125,2019.0,1,5,1
2032,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,1,4,1
2033,Yamaha Nmax Abs,3,25250000.0,155,2020.0,1,4,1
2034,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,1,5,1
2035,Yamaha All New R15 155 Vva,5,24100000.0,155,2018.0,1,5,1
2036,Yamaha Lexi S,8,17800000.0,125,2019.0,1,5,1
2037,Yamaha Lexi,4,18800000.0,125,2018.0,1,3,1
2038,Yamaha Mio M3 125,2,12100000.0,125,2019.0,1,4,1
2039,Yamaha Lexi,1,17500000.0,125,2019.0,1,4,1
2040,Yamaha Nmax Abs,1,24500000.0,155,2018.0,1,5,1
2041,Yamaha N Max,4,24500000.0,155,2017.0,1,2,1
2042,Yamaha All New Nmax 155,12,28400000.0,155,2020.0,1,5,1
2043,Yamaha Nmax Abs,2,24500000.0,155,2018.0,1,4,1
2044,Yamaha Nmax Abs,1,23500000.0,155,2019.0,1,4,1
2045,Yamaha All New Nmax 155 Con,2,29500000.0,155,2021.0,1,2,1
2046,Yamaha Lexi,4,18800000.0,125,2018.0,1,3,1
2047,Yamaha Nmax Abs,1,23500000.0,155,2019.0,1,5,1
2048,Yamaha Nmax Abs,3,19850000.0,155,2016.0,1,5,1
2049,Yamaha Nmax Abs,1,23500000.0,156,2018.0,1,4,1
2050,Yamaha Gear 125,2,14500000.0,125,2021.0,1,2,1
2051,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2052,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,3,4,3
2053,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2054,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2055,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,3,4,3
2056,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,5,3
2057,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,3,4,3
2058,Kawasaki D Tracker X,9,31100000.0,150,2019.0,3,2,3
2059,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2060,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2061,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,3,4,3
2062,Kawasaki Klx 150 G,4,23800000.0,150,2019.0,3,3,3
2063,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2064,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,3,4,3
2065,Yamaha Nmax Abs,2,23500000.0,125,2018.0,3,4,3
2066,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2067,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2068,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,3,5,3
2069,Yamaha Nmax Abs,2,23500000.0,155,2019.0,3,4,3
2070,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2071,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2072,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2073,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2074,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2075,Kawasaki Ninja 250,1,37500000.0,250,2016.0,3,4,3
2076,Kawasaki Klx 150 Bf Se,4,28800000.0,150,2019.0,3,3,3
2077,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,4,3
2079,Kawasaki Ninja Zx6r,1,365000000.0,600,2021.0,3,4,3
2080,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2081,Yamaha Nmax Abs,2,24500000.0,155,2019.0,3,4,3
2082,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,3,4,3
2083,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2084,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2085,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2086,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,4,3
2087,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2088,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2089,Kawasaki New Z250 Sl,4,41000000.0,250,2018.0,3,3,3
2090,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,3,4,3
2091,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2092,Kawasaki Ninja R,1,22900000.0,150,2015.0,3,5,3
2093,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2094,Kawasaki W 175 Cafe,3,23600000.0,175,2019.0,3,4,3
2095,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2096,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2097,Kawasaki W 175 Cafe,3,21500000.0,175,2018.0,3,4,3
2098,Kawasaki Ninja 250 Abs Se,1,38500000.0,250,2016.0,3,4,3
2099,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,3,5,3
2100,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,3,4,3
2101,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2102,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2103,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2104,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,4,3
2105,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,3,4,3
2106,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2107,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2108,Kawasaki Klx 150 G,4,24500000.0,150,2019.0,3,3,3
2109,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,5,3
2110,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2111,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2112,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2113,Kawasaki Ninja,2,27500000.0,150,2019.0,3,4,3
2114,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2115,Kawasaki Ninja Zx6r,1,365000000.0,600,2021.0,3,4,3
2116,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2117,Kawasaki W 175 Cafe,3,21500000.0,175,2018.0,3,4,3
2118,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2119,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2120,Kawasaki Ninja R,1,22900000.0,150,2015.0,3,5,3
2121,Kawasaki D Tracker 150,1,27500000.0,150,2019.0,3,4,3
2122,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2123,Yamaha Nmax Abs,1,23500000.0,125,2019.0,3,4,3
2124,Kawasaki Klx 150 G,4,24000000.0,150,2019.0,3,3,3
2125,Kawasaki Ninja 250 Abs Se,5,52400000.0,110,2018.0,3,4,3
2126,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2127,Kawasaki W 175 Cafe,1,23900000.0,175,2020.0,3,4,3
2128,Yamaha Nmax Abs,2,23500000.0,125,2018.0,3,4,3
2129,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,4,3
2130,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2131,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2132,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2133,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2134,Yamaha Nmax Abs,2,23500000.0,155,2019.0,3,4,3
2135,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2136,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2137,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2138,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2139,Kawasaki Ninja 250 Abs Se,1,38500000.0,250,2016.0,3,4,3
2140,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2141,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,4,3
2142,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2143,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2144,Kawasaki Klx 150 G,4,24500000.0,150,2019.0,3,3,3
2145,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2146,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2147,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2148,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2149,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2150,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2151,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2152,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2153,Kawasaki Klx 150 Bf Se,4,28800000.0,150,2019.0,3,3,3
2154,Kawasaki D Tracker 150,10,27500000.0,150,2019.0,3,2,3
2155,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2156,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2157,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2158,Kawasaki Ninja 250 Fi,1,37500000.0,250,2016.0,3,5,3
2159,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2160,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2161,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,5,3
2163,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,3,4,3
2164,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2165,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2166,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2167,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,4,3
2168,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2169,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2170,Kawasaki Ninja Zx 25 R,4,120500000.0,250,2021.0,3,3,3
2171,Kawasaki Ninja 250 Fi,5,36100000.0,250,2015.0,3,5,3
2172,Kawasaki Ninja 250 Abs Se,1,38500000.0,250,2016.0,3,4,3
2173,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2174,Yamaha Nmax Abs,2,23500000.0,125,2018.0,3,4,3
2175,Kawasaki W 175 Cafe,1,23900000.0,175,2020.0,3,4,3
2176,Kawasaki Klx 150 G,4,24500000.0,150,2019.0,3,3,3
2177,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2178,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2179,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2180,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2181,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2182,Kawasaki Klx 150 Bf Se,4,28800000.0,150,2019.0,3,3,3
2183,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2184,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,4,3
2185,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2186,Kawasaki W 175 Cafe,1,23900000.0,175,2020.0,3,4,3
2187,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2188,Kawasaki Ninja Rr,10,34500000.0,150,2015.0,3,3,3
2189,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2190,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2191,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2192,Kawasaki D Tracker X,9,31100000.0,150,2019.0,3,2,3
2193,Kawasaki Ninja Rr,10,34500000.0,150,2015.0,3,3,3
2194,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2195,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2196,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2197,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2198,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2199,Kawasaki Ninja 250,2,37000000.0,250,2015.0,3,4,3
2200,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2201,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2202,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2203,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2204,Kawasaki Ninja 250 Abs Se,1,38500000.0,250,2016.0,3,4,3
2205,Yamaha Aerox 155 Vva,2,24500000.0,155,2018.0,3,4,3
2206,Kawasaki W 175 Cafe,6,22500000.0,150,2019.0,3,2,3
2207,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,5,3
2208,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2209,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2210,Yamaha Nmax Abs,2,24500000.0,155,2019.0,3,4,3
2211,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2212,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2213,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2214,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2215,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,4,3
2216,Kawasaki Ninja 250,1,37500000.0,250,2016.0,3,4,3
2217,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2218,Yamaha Aerox 155 Vva,2,23500000.0,125,2018.0,3,4,3
2219,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2220,Yamaha Aerox 155 Vva,1,23500000.0,155,2018.0,3,4,3
2221,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2222,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,5,3
2223,Kawasaki Ninja 250,1,37500000.0,250,2016.0,3,4,3
2224,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,4,3
2225,Kawasaki Ninja Zx 25 R,4,120500000.0,250,2021.0,3,3,3
2226,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2227,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2228,Kawasaki D Tracker X,9,31100000.0,150,2019.0,3,2,3
2229,Kawasaki Klx 150 G,4,23800000.0,150,2019.0,3,3,3
2230,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2231,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2232,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2233,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,4,3
2234,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2235,Kawasaki Ninja R,1,22900000.0,150,2015.0,3,5,3
2237,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2238,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,5,3
2239,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2240,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2241,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,4,3
2242,Kawasaki Klx 150 G,4,24000000.0,150,2019.0,3,3,3
2243,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2244,Kawasaki Klx 150 Bf Se,5,30700000.0,125,2019.0,3,4,3
2245,Kawasaki Ninja Zx 25 R,4,120500000.0,250,2021.0,3,3,3
2246,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2247,Kawasaki D Tracker 150,10,27500000.0,150,2019.0,3,2,3
2248,Yamaha Nmax Abs,2,23500000.0,155,2018.0,3,4,3
2249,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2250,Kawasaki Ninja Rr,10,34500000.0,150,2015.0,3,3,3
2251,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2252,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2253,Kawasaki Ninja 250 Fi,1,37500000.0,250,2016.0,3,5,3
2254,Kawasaki Ninja,2,27500000.0,150,2019.0,3,4,3
2255,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2256,Kawasaki W175 Se,5,23600000.0,175,2018.0,3,4,3
2257,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2258,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,4,3
2259,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2260,Kawasaki Klx 150 G,4,24500000.0,150,2019.0,3,3,3
2261,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2262,Yamaha Aerox 155 Vva,1,23500000.0,125,2018.0,3,5,3
2263,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2264,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,4,3
2265,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2266,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2267,Kawasaki D Tracker 150,10,27500000.0,150,2019.0,3,2,3
2268,Yamaha Nmax Abs,2,23500000.0,155,2019.0,3,4,3
2269,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2270,Kawasaki Klx 150 G,4,24500000.0,150,2019.0,3,3,3
2271,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,5,3
2272,Kawasaki D Tracker 150,10,27500000.0,150,2019.0,3,2,3
2273,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2274,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2275,Kawasaki Ninja 250 Fi,1,37500000.0,250,2016.0,3,5,3
2276,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2277,Kawasaki Ninja,2,27500000.0,150,2019.0,3,4,3
2278,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2279,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2280,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2281,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2282,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2283,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,5,3
2284,Yamaha Nmax Abs,1,23500000.0,155,2018.0,3,4,3
2285,Kawasaki Ninja 250 Fi,5,36100000.0,250,2015.0,3,5,3
2286,Kawasaki D Tracker X,9,31100000.0,150,2019.0,3,2,3
2287,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2288,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2289,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2290,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,4,3
2291,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,5,3
2292,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,3,4,3
2293,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2294,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2295,Kawasaki D Tracker 150,1,27500000.0,150,2019.0,3,4,3
2296,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2297,Yamaha Aerox 155 Vva,1,24500000.0,155,2018.0,3,5,3
2298,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2299,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,4,3
2300,Kawasaki D Tracker 150,1,27500000.0,150,2019.0,3,4,3
2301,Kawasaki Ninja Zx6r,1,365000000.0,600,2021.0,3,4,3
2302,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2303,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,4,3
2304,Kawasaki W 175 Cafe,3,23600000.0,175,2019.0,3,4,3
2305,Kawasaki D Tracker X,9,31100000.0,150,2019.0,3,2,3
2306,Yamaha Nmax Abs,1,23500000.0,125,2019.0,3,4,3
2307,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2308,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2310,Kawasaki Klx 150 Bf Se,5,30700000.0,125,2019.0,3,4,3
2311,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,5,3
2312,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2313,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2314,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,5,3
2315,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2316,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2317,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,4,3
2318,Kawasaki Klx 150 G,4,23800000.0,150,2019.0,3,3,3
2319,Kawasaki Ninja 250 Fi,2,38000000.0,250,2021.0,3,5,3
2320,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2321,Kawasaki Ninja Zx6r,1,365000000.0,600,2021.0,3,4,3
2322,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2323,Yamaha Nmax Abs,2,24500000.0,155,2019.0,3,4,3
2324,Yamaha Nmax Abs,2,23500000.0,155,2019.0,3,4,3
2325,Yamaha Aerox 155 Vva,2,24500000.0,155,2019.0,3,5,3
2326,Yamaha Nmax Abs,1,23500000.0,125,2019.0,3,4,3
2327,Kawasaki Ninja Zx 25 R,4,120500000.0,250,2021.0,3,3,3
2328,Yamaha Aerox 155 Vva,1,23500000.0,125,2018.0,3,5,3
2329,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2330,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2331,Kawasaki Ninja R,1,22900000.0,150,2015.0,3,5,3
2332,Yamaha Nmax Abs,1,24500000.0,155,2019.0,3,5,3
2333,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2334,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2335,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,5,3
2336,Kawasaki D Tracker 150,10,27500000.0,150,2019.0,3,2,3
2337,Kawasaki New Z250 Sl,4,41000000.0,250,2018.0,3,3,3
2338,Kawasaki Ninja 250,2,37000000.0,250,2015.0,3,4,3
2339,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2340,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2341,Yamaha Nmax Abs,2,24500000.0,125,2018.0,3,5,3
2342,Yamaha Aerox 155 Vva,1,24500000.0,125,2018.0,3,4,3
2343,Kawasaki Ninja Zx 25 R,4,115000000.0,250,2021.0,3,3,3
2344,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2345,Yamaha Aerox 155 Vva,2,24500000.0,125,2018.0,3,4,3
2346,Kawasaki W 175 Cafe,6,22500000.0,150,2019.0,3,2,3
2347,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,5,3
2348,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
